,osm_id,amenity,beds,addrcity,opening_ho,shop,addrhousen,addrfull,source,man_made,addrstreet,tourism,rooms,name,geometry,long,lat,nearest_office,nearest_school
4380,4411026307.0,restaurant,,,,,82,,,,Jalan Merdeka,,,Lesehan 88,POINT (112.3017787 -7.6343583),112.3017787,-7.6343583,2.314700295491686,3.0783221244996746
4395,4426073007.0,restaurant,,,Mo-Su 07:00-21:00,,,,,,Telaga Utama Road,,,Soto Podjok,POINT (112.6502735 -7.2940933),112.6502735,-7.2940933,0.48197585041954377,0.3012460651162576
4410,4443344189.0,cafe,,,,,,,,,Jalan Raya Tuban - Semarang,,,kedai kopi ireng,POINT (111.9975083 -6.8302965),111.9975083,-6.8302965,0.14956855138773373,1.2599058457178647
4414,4445111989.0,restaurant,,,,,71,,,,Jalan Raya Tuban - Semarang,,,Warung Makan Hindun,POINT (111.9949738 -6.8294646),111.9949738,-6.8294646,0.1422238843112312,1.4754787821477595
4427,4451238441.0,restaurant,,KEL.MOJO SURABAYA.,,,62,,,,Jl. Manyar Kertoarjo,,,Layar Seafood,POINT (112.7675545 -7.2804564),112.7675545,-7.2804564,0.11551624325058704,0.4955210483802142
4430,4452513690.0,fast_food,,,,,,,,,,,,McDonald's,POINT (112.7637322 -7.3690213),112.7637322,-7.3690213,0.042269073945087964,3.284881596097972
4516,4476181294.0,restaurant,,,Mo-Su 10:00-22:00,,,,,,,,,The golden saffron,POINT (112.6546406 -7.2948191),112.6546406,-7.2948191,0.026309150083804144,0.013069601134429946
4528,4476441297.0,restaurant,,,Mo-Su 09:00-22:00,,,,,,,,,Meat shop,POINT (112.6888213 -7.2826321),112.6888213,-7.2826321,0.32451428557529116,0.40332287267095845
4529,4476559098.0,fast_food,,,24/7,,,,,,,,,McDonald's,POINT (112.6787949 -7.2882105),112.6787949,-7.2882105,0.06248519955756154,0.5846683105206032
4534,4478356333.0,cafe,,,"We-Su 15:00-00:00, Mo 15:00-00:00",,,,,,,,,MIXTIX,POINT (112.649344 -7.2984682),112.649344,-7.2984682,0.7230630149454569,0.7038568867430466
4551,4481030281.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Myoung Ga,POINT (112.6859591 -7.2835502),112.6859591,-7.2835502,0.2511062632533399,0.3244182344530799
4616,4497818055.0,fast_food,,,,,,,,,,,,Beard papa's,POINT (112.7938226 -7.3750218),112.7938226,-7.3750218,3.4075765134502287,2.5331348070186586
4617,4497818275.0,cafe,,,,,,,,,,,,Starbucks,POINT (112.7936295 -7.374961),112.7936295,-7.374961,3.385328798092772,2.5361990837711175
4674,4506587190.0,fast_food,,,,,,,,,,,,McDonald's Malang,POINT (112.630645 -7.980841),112.630645,-7.980841,0.05844995942758606,0.6319085567142657
4675,4507463143.0,fast_food,,,,,,,,,,,,KFC,POINT (112.7750107 -7.3843884),112.7750107,-7.3843884,1.552913916608408,2.19727425381059
4676,4507463564.0,cafe,,,Mo-Su 10:30-22:30,,,,,,,,,Spago,POINT (112.6546441 -7.290712),112.6546441,-7.290712,0.06822883109441491,0.0879533313980237
4684,4511314792.0,food_court,,,Mo-Su 05:30-15:00,,,,,,,,,Fresh Market Citraland,POINT (112.6454826 -7.2756296),112.6454826,-7.2756296,1.5660190700038674,0.37010113700829067
4689,4511809689.0,restaurant,,,,,,,,,,,,Gadjah Mada,POINT (112.6320259 -7.9874735),112.6320259,-7.9874735,0.22900884749061162,0.28633436127340717
4704,4516863477.0,fast_food,,,,,,,,,,,,KFC,POINT (112.7297059 -7.27931),112.7297059,-7.27931,0.03292082241997796,0.268085895882099
4705,4516864624.0,cafe,,,,,,,,,,,,Excelso,POINT (112.743946 -7.2693945),112.743946,-7.2693945,0.24420359360201688,0.42618413174311115
4762,4522446490.0,restaurant,,,Mo-Su 10:00-22:00,,,,,,"Ruko Villa Bukit Mas Blok RO No. 1, Jl. Abdul Wahab Siamin, Dukuh Pakis, Kota SBY, Jawa Timur",,,Warung Penyetan Bu Kris,POINT (112.707188 -7.2941559),112.707188,-7.2941559,0.6171551220687941,1.5542958768541877
4763,4524298973.0,restaurant,,,,,,,,,,,,Taman Dayu,POINT (112.6748975 -7.7029726),112.6748975,-7.7029726,3.7754907624239924,4.533206457063081
4794,4531034889.0,restaurant,,,,,,,,,,,,Warung Yuke,POINT (114.3989613 -8.1403163),114.3989613,-8.1403163,0.18273586781481402,7.301893606200823
4795,4531035289.0,cafe,,,,,,,,,,,,Cafe Bellia,POINT (114.3985904 -8.1404319),114.3985904,-8.1404319,0.192700608112919,7.274486048481279
4796,4531035290.0,restaurant,,,,,,,,,,,,Warung MB Sasa,POINT (114.3987956 -8.1400551),114.3987956,-8.1400551,0.21663581267867107,7.321624038841847
4827,4542361493.0,restaurant,,,Mo-Su 08:00-21:00,,85,,,,Ray Ketengan,,,Bebek Songkem Pak Salim,POINT (112.7748692 -7.041859),112.7748692,-7.041859,6.724492592449704,3.901394141909681
4858,4548836566.0,cafe,,,,,,,,,,,,Surabaya pagi,POINT (112.7361972 -7.2378814),112.7361972,-7.2378814,0.3082180116734427,0.5357939486706712
4861,4548836570.0,restaurant,,,,,,,,,,,,Indagiri,POINT (112.7313382 -7.2885177),112.7313382,-7.2885177,0.2128698141969185,0.5401265178772149
4866,4548837067.0,restaurant,,,,,,,,,,,,Finjan,POINT (112.7405928 -7.2296843),112.7405928,-7.2296843,0.32905540629913904,0.399620136603132
4871,4548837094.0,restaurant,,,,,,,,,,,,Moi village,POINT (112.675095 -7.2937637),112.675095,-7.2937637,0.13502337357353217,0.1649278303560012
4938,4576889281.0,restaurant,,,Mo-Sa 10:00-22:00; Su 08:00-22:00,,,,,,,,,May Star,POINT (112.6751381 -7.2956657),112.6751381,-7.2956657,0.07539220503476557,0.3345303309184193
4989,4585211132.0,restaurant,,,,,,,,,,,,Warung,POINT (112.5310363 -7.6857132),112.5310363,-7.6857132,11.031109292930305,9.353038201540512
4990,4585211133.0,restaurant,,,,,,,,,,,,Warung,POINT (112.5308322 -7.6912701),112.5308322,-7.6912701,11.005954258769854,9.793614954204987
4991,4585211134.0,restaurant,,,,,,,,,,,,Warung,POINT (112.529934 -7.7023025),112.529934,-7.7023025,11.111951891547932,10.754812739750008
4997,4585211143.0,restaurant,,,,,,,,,,,,Warung,POINT (112.5860293 -7.6044588),112.5860293,-7.6044588,6.820594630486106,2.8128661621544007
5006,4585212020.0,restaurant,,,,,,,,,,,,Warung,POINT (112.5977379 -7.6344831),112.5977379,-7.6344831,7.721670298123959,0.7792395937835083
5008,4585212022.0,restaurant,,,,,,,,,,,,Alas,POINT (112.5851714 -7.6080769),112.5851714,-7.6080769,7.205527424920895,2.468461152371467
5010,4585212024.0,restaurant,,,,,,,,,,,,Warung,POINT (112.5925963 -7.6076445),112.5925963,-7.6076445,6.747803707226955,2.3342455219539784
5018,4585212218.0,restaurant,,,,,,,,,,,,Warung kopi,POINT (112.5653278 -7.676755),112.5653278,-7.676755,7.501617886476694,6.164048207364522
5043,4586405595.0,restaurant,,Surabaya,Mo-Su 11:30-22:30,,2,,,,Jalan Bukit Darmo Boulevard,,,Gojumong,POINT (112.6842415 -7.281296),112.6842415,-7.281296,0.0630129719152763,0.18483173880638
5095,4588992689.0,restaurant,,,,,,,,,,,,Lesehan bu anis,POINT (112.8971596 -7.6929863),112.8971596,-7.6929863,0.9298498435688053,5.846163363434409
5132,4599296030.0,restaurant,,,,,,,,,,,,Mediterraneo Surabaya,POINT (112.6995054 -7.2813089),112.6995054,-7.2813089,0.4845677698299666,0.8714385781487639
5141,4599296300.0,cafe,,,"Mo-Fr 10:00-22:00; Sa, Su 10:00-23:00",,11,,,,Taman puspa raya,,,GatherInc.,POINT (112.6454351 -7.2781639),112.6454351,-7.2781639,1.436046344609648,0.1067028126452302
5143,4599296390.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Yoyogi,POINT (112.6550767 -7.2907063),112.6550767,-7.2907063,0.06434174660565799,0.08892410920138885
5144,4599296391.0,restaurant,,,Mo-Su 08:00-23:00,,,,,,,,,Sederhana,POINT (112.6557514 -7.2860825),112.6557514,-7.2860825,0.20880202635445336,0.6049872012006594
5156,4601097829.0,cafe,,,Tu-Su 09:00-21:00,,,,,,,,,Philip's coffee,POINT (112.6765087 -7.2930653),112.6765087,-7.2930653,0.18652543084198261,0.03268268337089517
5157,4601097830.0,cafe,,,,,,,,,,,,Ohana,POINT (112.6765905 -7.2927503),112.6765905,-7.2927503,0.16122656930475646,0.0357477312029233
5158,4601097831.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Gangnam,POINT (112.6766104 -7.2926751),112.6766104,-7.2926751,0.15583499034342635,0.04139926516549324
5159,4601097893.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Holycow,POINT (112.6764684 -7.2921578),112.6764684,-7.2921578,0.10341925737614019,0.08095413222315982
5161,4601097895.0,restaurant,,,Mo-Th 10:00-22:00; Fr-Su 10:00-23:00,,,,,,,,,Wei xiao,POINT (112.6762377 -7.2932545),112.6762377,-7.2932545,0.19513516949235415,0.04316953963022724
5162,4601097897.0,ice_cream,,,Mo-Su 10:00-21:30,,,,,,,,,Frut-o,POINT (112.676047 -7.2932639),112.676047,-7.2932639,0.19141657694932623,0.051329950053249064
5163,4601097898.0,cafe,,Surabaya,Mo-Su 10:30-22:00,,,,,,,,,Elizabeth James,POINT (112.6768816 -7.293926),112.6768816,-7.293926,0.22782606018209933,0.13412104412597367
5179,4616117041.0,food_court,,,,,,,,,,,,Kantin RSU Bhakti Rahayu,POINT (112.722867 -7.3120513),112.722867,-7.3120513,0.15717919372949282,0.5750710424589414
5204,4629626687.0,restaurant,,,,,,,,,,,,Istana Bakso,POINT (112.099484 -7.1706606),112.099484,-7.1706606,4.365151033959075,4.8076944470744465
5205,4629626688.0,restaurant,,,,,,,,,,,,Warung Gang Cokro,POINT (112.0994431 -7.172553),112.0994431,-7.172553,4.574469767057934,4.883563504982396
5212,4631787161.0,cafe,,Sidoarjo,24/7,,,,,,Jalan Jendral Ahmad Yani,,,Warkop Kong Hari,POINT (112.7301035 -7.361719),112.7301035,-7.361719,0.9082587024831161,2.4783812264799083
5223,4643638686.0,restaurant,,,"Tu-Su 11:00-15:00, 17:00-22:00",,,,,,,,,Yôkosa,POINT (112.6550141 -7.2916907),112.6550141,-7.2916907,0.02514511703940384,0.029308709585702364
5298,4680804710.0,restaurant,,,,,,,,,,,,Lesehan Sidodadi,POINT (111.2002059 -7.5130953),111.2002059,-7.5130953,5.256357825402971,1.084743576549644
5301,4682726961.0,restaurant,,,Mo-Su 10:00-00:00,,,,,,,,,Little kitchen,POINT (112.6869349 -7.2827146),112.6869349,-7.2827146,0.24677694932599742,0.2645333933111537
5314,4685698112.0,restaurant,,,,,,,,,,,,Rumah Makan ACCORD 1,POINT (111.4474501 -7.3932634),111.4474501,-7.3932634,0.2412930118944864,0.7316395972212497
5357,4715001790.0,restaurant,,,Tu-Su 18:00-23:00,,,,,,,,,Platinum grill,POINT (112.6858799 -7.2916977),112.6858799,-7.2916977,0.8444203368726504,0.360876035755043
5361,4721430070.0,cafe,,,,,,,,,Jalan Maulana Malik Ibrahim,,,warung pojok,POINT (112.6550413 -7.1580719),112.6550413,-7.1580719,1.7384395508894777,4.516632199181878
5362,4721430071.0,cafe,,,,,,,,,Jalan Jaksa Agung Suprapto,,,warung spensa,POINT (112.6532987 -7.161851),112.6532987,-7.161851,1.520874964116479,4.069669499331519
5363,4721430072.0,cafe,,,,,,,,,,,,Warung Ultra,POINT (112.6526997 -7.1617431),112.6526997,-7.1617431,1.5762092148506386,4.070206684765248
5364,4721430073.0,cafe,,,,,,,,,Jalan Jaksa Agung Suprapto,,,Warung APJ,POINT (112.6472215 -7.1608529),112.6472215,-7.1608529,1.5611637656077346,4.115566777916496
5365,4721430074.0,cafe,,,,,,,,,Jalan Jaksa Agung Suprapto,,,Warung Kopi PDI,POINT (112.6546563 -7.1619993),112.6546563,-7.1619993,1.4073947851102262,4.082959137785361
5366,4723341393.0,fast_food,,,Mo-Su 10:00-22:00,,,,,,,,,Burger King,POINT (112.6760884 -7.2892661),112.6760884,-7.2892661,0.25630632616854443,0.3989008990553029
5367,4723341394.0,restaurant,,,Mo-Su 10:00-22:00,,,,,,,,,Pizza Hut,POINT (112.6760987 -7.2887244),112.6760987,-7.2887244,0.3158293191145333,0.4586749910788525
5369,4723341396.0,cafe,,,Mo-Su 10:00-22:00,,,,,,,,,Starbucks,POINT (112.6755586 -7.2899163),112.6755586,-7.2899163,0.18286289568273195,0.33619226966338056
5376,4723346628.0,fast_food,,,Mo-Su 10:00-22:00,,,,,,,,,KFC,POINT (112.6759727 -7.2893877),112.6759727,-7.2893877,0.24137171250371722,0.38641835072263647
5413,4746176616.0,cafe,,,,,,,,,,,,Supresso,POINT (112.6752333 -7.2933376),112.6752333,-7.2933376,0.18262936507206098,0.1276228650514452
5414,4746184765.0,fast_food,,,Mo-Su 08:00-00:00,,,,,,,,,Carl's Jr.,POINT (112.6760191 -7.2953124),112.6760191,-7.2953124,0.10656960192812169,0.27202199653145115
5415,4746184767.0,cafe,,,Mo-Su 08:00-22:00,,,,,,,,,Kabinet,POINT (112.6750664 -7.2961875),112.6750664,-7.2961875,0.1331359875756072,0.3911921251984904
5418,4746185018.0,restaurant,,,,,,,,,,,,Wingstop,POINT (112.6760346 -7.2954598),112.6760346,-7.2954598,0.11467800880225917,0.28805899966429793
5419,4746185020.0,cafe,,,Mo-Su 08:00-23:00,,,,,,,,,Le cafe gourmand,POINT (112.6760144 -7.2959088),112.6760144,-7.2959088,0.14278411063986374,0.33770608434109417
5420,4746185228.0,restaurant,,,Tu-Su 18:00-23:00,,,,,,,,,Beatus,POINT (112.676022 -7.2939822),112.676022,-7.2939822,0.14964401301645475,0.1267486173667857
5448,4752679975.0,restaurant,,,,,,,,,,,,Lontong balap,POINT (112.7347783 -7.2305693),112.7347783,-7.2305693,0.5219615023995596,0.48038343385320753
5451,4757366122.0,cafe,,,Mo-Su 07:00-22:00,,,,,,,,,Starbucks,POINT (112.6542474 -7.2964397),112.6542474,-7.2964397,0.20920573046578872,0.1719373064779119
5458,4766355331.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Sego gunung,POINT (112.6547829 -7.290359),112.6547829,-7.290359,0.06597239034025684,0.12412493864360415
5460,4766357263.0,restaurant,,,Mo-Su 10:00-23:00,,,,,,,,,Kapok Lombok,POINT (112.6559294 -7.28685),112.6559294,-7.28685,0.2763672264234747,0.5255272556503239
5461,4766357264.0,restaurant,,,Mo-Su 11:30-22:00,,,,,,,,,Goodies pizza,POINT (112.6554195 -7.2875586),112.6554195,-7.2875586,0.1966248715973597,0.4380456031948731
5465,4766357268.0,restaurant,,,"Mo-Fr, Su 16:00-23:55; Sa 16:00-01:00",,,,,,,,,Taste code,POINT (112.6548726 -7.2898183),112.6548726,-7.2898183,0.03687752237793453,0.18368257462961007
5468,4766362522.0,restaurant,,,Mo-Su 10:00-22:00,,,,,,,,,Housaku,POINT (112.6551659 -7.2901278),112.6551659,-7.2901278,0.022880690330601194,0.15335323484274013
5469,4769080410.0,restaurant,,Kabupaten Malang,,,,,,,Jalan Perusahaan,,,Warung Soto Pak Amir,POINT (112.6321355 -7.9102308),112.6321355,-7.9102308,2.8478712965956183,0.4394203299364933
5610,4802209744.0,cafe,,Lumajang,24/7,,,,,,Jalan Kapten Suwandak,,,Cafe Bucu,POINT (113.2211306 -8.1370309),113.2211306,-8.1370309,0.36693530810627273,0.27749918558933967
5611,4802212327.0,cafe,,Lumajang,05:00 - 22:00,,,,,,Jalan Kapten Suwandak,,,Warung Padang Howo,POINT (113.2211656 -8.1369226),113.2211656,-8.1369226,0.36095132499156085,0.2672435382037675
5612,4802212328.0,cafe,,Lumajang,09:00-24:00,,,,,,Jalan Kapten Suwandak,,,Bekla,POINT (113.2211142 -8.1368902),113.2211142,-8.1368902,0.3659610377839432,0.2697958207178637
5621,4804866879.0,restaurant,,,,,,,,,,,,Hakka,POINT (112.6770255 -7.2928164),112.6770255,-7.2928164,0.19800571324133215,0.08154608457262959
5624,4804867099.0,fast_food,,,,,,,,,,,,Bumbu jawa,POINT (112.6770363 -7.2929396),112.6770363,-7.2929396,0.20861306843706373,0.08292684543464243
5635,4821879698.0,restaurant,,,"Mo-Th, Su 10:00-22:00; Fr, Sa 10:00-00:00",,,,,,,,,Out of the blue!,POINT (112.6785389 -7.2884371),112.6785389,-7.2884371,0.09639030031536078,0.5493674955702109
