,osm_id,amenity,beds,addrcity,opening_ho,shop,addrhousen,addrfull,source,man_made,addrstreet,tourism,rooms,name,geometry,long,lat,nearest_office,nearest_school
8,298739823.0,restaurant,,,,,,,,,,,,Peyek Uceng,POINT (112.3291454 -8.0666568),112.3291454,-8.0666568,1.3373211365909121,1.1559069280724141
12,298741251.0,restaurant,,,,,,,,,,,,Presiden Lesehan,POINT (112.1859257 -8.0719605),112.1859257,-8.0719605,2.8447334705605773,1.1916550966618267
14,298741411.0,restaurant,,,,,,,,,,,,Sania Lesehan,POINT (112.1828019 -8.0915328),112.1828019,-8.0915328,1.193228941391825,0.4681340021121678
17,415826788.0,restaurant,,,,,,,,,,,,Mie Hokkien Rajake,POINT (112.7560738 -7.2658834),112.7560738,-7.2658834,0.3589633249703437,0.6970884018846892
18,415826789.0,cafe,,,,,,,,,,,,Cafe Glass,POINT (112.7646912 -7.2661303),112.7646912,-7.2661303,0.42083830791917803,0.842061499605361
23,420468986.0,restaurant,,,,,,,,,,,,Ah Yat Abalone Forum,POINT (112.7153034 -7.2921492),112.7153034,-7.2921492,0.21948884602907978,0.8384827153971802
26,420911120.0,restaurant,,Prigen,,,58,,,,Jalan Raya,,,Sudi Mampir,POINT (112.640351 -7.6808683),112.640351,-7.6808683,1.9334502963396487,0.025965821079453916
27,421219476.0,restaurant,,,,,,,,,,,,Daun Lada,POINT (112.7068932 -7.282439),112.7068932,-7.282439,0.7490552537228122,0.7597432820679417
30,421263098.0,restaurant,,,,,,,,,,,,Ikan Bakar Cianjur,POINT (112.697512 -7.6612106),112.697512,-7.6612106,1.275255736461197,6.693959349783323
31,421991642.0,restaurant,,,,,,,,,,,,Kuningan Restaurant,POINT (112.750176 -7.2716247),112.750176,-7.2716247,0.37167481379300016,0.7364660647209917
68,719063919.0,restaurant,,,,,,,,,,,,Bakso radja,POINT (112.1610837 -8.0998595),112.1610837,-8.0998595,0.2146983039373722,0.35235407630571713
95,1247353085.0,cafe,,,,,,,,,,,,Hargo Dalem,POINT (111.1968108 -7.625256),111.1968108,-7.625256,14.293282516169562,12.04826144105689
97,1247353218.0,restaurant,,,,,,,,,,,,Warung,POINT (111.1913411 -7.6645139),111.1913411,-7.6645139,15.106012861295289,16.37278692327393
102,1270295341.0,restaurant,,,,,,,,,,,,Palupy Catering,POINT (111.5311291 -7.6392795),111.5311291,-7.6392795,0.7828771802693767,0.11472951494219619
108,1340762170.0,restaurant,,,Mo-Su 11:00-21:00,,,,,,,,,D' Cost,POINT (112.6762066 -7.2945494),112.6762066,-7.2945494,0.1301375558870754,0.1862263197890609
109,1340818669.0,cafe,,,Mo-Su 09:00-22:30,,,,,,,,,Bon Cafe,POINT (112.6760649 -7.2957078),112.6760649,-7.2957078,0.13221139958467606,0.315086476585546
110,1340820369.0,food_court,,Surabaya,,,,,,,,,,Loop Food Court,POINT (112.6763339 -7.2936859),112.6763339,-7.2936859,0.197085481040188,0.09064554469043891
204,1543933680.0,fast_food,,,,,,,,,,,,pasar sore,POINT (112.5240515 -7.8712206),112.5240515,-7.8712206,0.12406883107450155,0.42536005359730333
212,1544238704.0,restaurant,,,,,,,,,,,,gang jangkrik,POINT (112.6379083 -7.957558),112.6379083,-7.957558,0.1349051687783284,0.27653705386831395
217,1544546804.0,cafe,,,,,,,,,,,,cofe POM,POINT (112.6393057 -7.9521543),112.6393057,-7.9521543,0.45372610699382443,0.8461718593760775
219,1548354004.0,fast_food,,,24/7,,4,,,,Jalan Manyar Rejo III,,,Mr. Jack,POINT (112.767632 -7.294936),112.767632,-7.294936,0.5233207525421067,0.678315302879355
260,1633578336.0,restaurant,,,,,,,,,,,,Mie dan Bakso Pak Kromo,POINT (113.8235092 -7.9150939),113.8235092,-7.9150939,0.4175154723640013,0.8463451075825283
292,1698275785.0,restaurant,,,,,,,,,,,,Pizza Hut,POINT (113.702192 -8.1678273),113.702192,-8.1678273,0.08797306993978123,0.12858405698746056
294,1699955840.0,restaurant,,,,,,,,,,,,Galavita,POINT (113.6976412 -8.17553),113.6976412,-8.17553,0.09519709191193892,0.420453957516913
295,1699955851.0,restaurant,,,,,,,,,,,,Depot Jawa Timur,POINT (113.7030777 -8.1729133),113.7030777,-8.1729133,0.09026725881101005,0.1770283165155091
297,1699955941.0,restaurant,,,,,,,,,,,,Lestari,POINT (113.700897 -8.1702583),113.700897,-8.1702583,0.08438170433541341,0.15632701282859354
298,1699955967.0,restaurant,,,,,,,,,,,,Depot Anda,POINT (113.7006566 -8.1727523),113.7006566,-8.1727523,0.06239292546336237,0.07778757537968052
301,1699963485.0,restaurant,,,,,,,,,,,,Bakmi GNI,POINT (113.7019726 -8.1758656),113.7019726,-8.1758656,0.2074282773085771,0.19328487628764526
337,1722544640.0,restaurant,,,,,,,,,,,,Bubur Ayam Sundari,POINT (113.7033033 -8.1818547),113.7033033,-8.1818547,0.5336194565691884,0.5398155278514665
339,1723599472.0,restaurant,,,,,,,,,,,,Hooter,POINT (113.7030202 -8.1859763),113.7030202,-8.1859763,0.6053247059982697,0.49206751238050866
355,1727309927.0,restaurant,,,,,,,,,,,,Rembangan,POINT (113.6906029 -8.0781124),113.6906029,-8.0781124,8.08062242310679,9.136149232033684
364,1733067709.0,restaurant,,,,,,,GPS,,,,,Sumber Nikmat,POINT (113.6908203 -8.1861392),113.6908203,-8.1861392,0.6176921992895743,0.3351770321490588
379,1733934570.0,restaurant,,,,,,,,,,,,Bakso Solo Sampurna,POINT (113.6978817 -8.1740299),113.6978817,-8.1740299,0.0784454974087828,0.3337817168553184
387,1734900960.0,fast_food,,,,,,,,,,,,CFC,POINT (113.7017838 -8.1750531),113.7017838,-8.1750531,0.22086895570952392,0.10659589858049631
389,1734900981.0,restaurant,,,,,,,,,,,,Gudeg Lumintu,POINT (113.6877397 -8.17931),113.6877397,-8.17931,0.39403897998314863,0.5898800585185836
393,1734901016.0,restaurant,,,,,,,,,,,,Depot Bu Darum,POINT (113.6942592 -8.1721272),113.6942592,-8.1721272,0.29610878452602374,0.6741906595215172
435,1766473118.0,cafe,,,,,,,,,,,,Kedai Susu Segar,POINT (112.1591025 -8.1030871),112.1591025,-8.1030871,0.12937909006146767,0.13102724298348997
441,1766487645.0,fast_food,,,,,,,,,,,,Quick Chicken,POINT (112.1734576 -8.0995156),112.1734576,-8.0995156,0.1444881040738008,0.3445464991446716
442,1766487648.0,cafe,,,,,,,,,,,,KenTea Cafe & Resto,POINT (112.2128861 -8.0734143),112.2128861,-8.0734143,0.44862131875464717,4.023350103992207
444,1766487652.0,fast_food,,,,,,,,,,,,Quick Chicken,POINT (112.1677821 -8.1040112),112.1677821,-8.1040112,0.32656410496787824,0.15932416837088134
447,1766487669.0,cafe,,,,,,,,,,,,Cofee Break,POINT (112.1678169 -8.1038519),112.1678169,-8.1038519,0.30935186774787055,0.177354831481341
460,1772681791.0,fast_food,,,,,,,,,,,,Bakso 88,POINT (112.734365 -7.3645697),112.734365,-7.3645697,1.0469657955815959,2.6716151892457316
464,1806088942.0,cafe,,,,,,,,,,,,Morning cafe,POINT (112.9518803 -7.9037447),112.9518803,-7.9037447,2.4393909325995797,13.492594627970181
466,1806089744.0,restaurant,,,,,,,,,,,,Cemara Indah,POINT (112.9636082 -7.9218565),112.9636082,-7.9218565,0.14093735691392797,15.832119280683962
495,1849298684.0,cafe,,,,,,,,,,,,Warung Bu Lilik,POINT (112.7290892 -7.3601477),112.7290892,-7.3601477,0.8329751438286147,2.27712911045324
496,1849300453.0,restaurant,,,,,,,,,,,,Pecel Nganjuk,POINT (112.729064 -7.3619541),112.729064,-7.3619541,0.8311143933156779,2.4660484212283613
497,1849300682.0,restaurant,,,,,,,,,,,,Bubur Ayam Citra,POINT (112.7290736 -7.3622544),112.7290736,-7.3622544,0.8016580364558077,2.4980690809432686
498,1849300883.0,restaurant,,,,,,,,,,,,Bebek Juara,POINT (112.729064 -7.3622041),112.729064,-7.3622041,0.8061837939735312,2.4924419034407137
1172,1909437138.0,cafe,,,,,,,,,,,,brownis cafe,POINT (112.168256 -8.1032014),112.168256,-8.1032014,0.22291443339741054,0.25992262383773085
1339,1924349968.0,restaurant,,,,,,,,,,,,Bakso gangsar,POINT (112.1731526 -8.1055483),112.1731526,-8.1055483,0.6282317760346688,0.6259743066064216
1460,1932362384.0,cafe,,,,,,,,,,,,Omaku,POINT (112.1648387 -8.103863),112.1648387,-8.103863,0.09342999837841115,0.2975939596081872
1543,1956411994.0,restaurant,,,,,,,,,,,,Double Happiness,POINT (112.7371751 -7.2679015),112.7371751,-7.2679015,0.16320696230041937,0.39563648646382105
1971,1997110386.0,restaurant,,,,,,,,,,,,Rosali,POINT (113.9924854 -7.7097922),113.9924854,-7.7097922,1.7013358123697033,2.9306147663470345
2072,2015570395.0,restaurant,,,,,,,,,,,,Churien,POINT (113.8208064 -7.6979219),113.8208064,-7.6979219,4.4340071694238095,2.0562181911153004
2093,2022906924.0,restaurant,,,,,,,,,,hotel,,Cafe Lava,POINT (112.9647099 -7.9223399),112.9647099,-7.9223399,0.08294077877231,15.954241701452471
2111,2088036593.0,fast_food,,,,,,,,,,,,Warung Terrace,POINT (113.7198303 -8.1599048),113.7198303,-8.1599048,0.01902186098994098,0.6828854870661764
2113,2088036727.0,restaurant,,,,,,,,,,,,RM Padang Murah,POINT (113.71909 -8.1596791),113.71909,-8.1596791,0.10406016526375261,0.6579578705791508
2128,2106529491.0,fast_food,,,,,,,,,,,,KFC,POINT (112.7963246 -7.2663663),112.7963246,-7.2663663,0.35630855663707267,2.1789709959556944
2129,2106529511.0,fast_food,,"Jawa Timur, Indonesia",,,121,,,,"Komplek Ruko Central Park Surabaya, Jl. Mulyosari",,,McDonald's Mulyosari,POINT (112.796385 -7.2667319),112.796385,-7.2667319,0.31533715201287266,2.2173691093528434
2131,2106536249.0,restaurant,,,,,,,,,,,,Pizza Hut,POINT (112.7962171 -7.2660141),112.7962171,-7.2660141,0.3966154086847596,2.1393225694347042
2132,2106536258.0,restaurant,,"Kalisari, Mulyorejo, Surabaya, East Java",,,No.30,,,,Jl. Baskara Sawah,,,SAS Cafe & Resto,POINT (112.7986184 -7.2704261),112.7986184,-7.2704261,0.22352975986442397,2.694458672264375
2136,2123320501.0,restaurant,,,,,,,,,,,,es mini,POINT (112.1690357 -8.0985162),112.1690357,-8.0985162,0.05708057589001853,0.17026137877831712
2208,2269130887.0,restaurant,,,,,,,,,,,,Depot Rini Ambulu,POINT (113.6653129 -8.1892635),113.6653129,-8.1892635,0.4739982571107955,0.05539248605537079
2209,2269543160.0,restaurant,,,,,,,,,,,,Bakwan 72,POINT (113.7033064 -8.1820609),113.7033064,-8.1820609,0.5470192958306398,0.5562704732429951
2214,2271251033.0,restaurant,,,,,,,,,,,,Raos,POINT (113.7153238 -8.1775963),113.7153238,-8.1775963,0.9060484111957887,0.8966640961234797
2241,2304455702.0,cafe,,Pacitan,,,34 b,,,,Jl. K.H Maghribi,,,ES Degan Seger,POINT (111.1187453 -8.1972476),111.1187453,-8.1972476,1.2631907044117525,2.0099011642381974
2246,2316632297.0,restaurant,,,,,,,,,,,,Cak No,POINT (113.7040625 -8.1688501),113.7040625,-8.1688501,0.15264662622511535,0.3448315053199951
2248,2316632305.0,restaurant,,,,,,,,,,,,Nasi Semeru Bu Ambra,POINT (113.7041376 -8.168728),113.7041376,-8.168728,0.15166615753291385,0.3495998977349483
2257,2322729476.0,cafe,,,,,,,,,,,,Domino,POINT (113.6992793 -8.1699146),113.6992793,-8.1699146,0.12028030896957327,0.21720769512763344
2264,2333103984.0,restaurant,,,,,,,,,,,,Rumah makan sari bundo 2,POINT (112.1695039 -8.0981792),112.1695039,-8.0981792,0.07269519612744473,0.1092914614402296
2265,2333104139.0,restaurant,,,,,,,,,,,,Rumah makan sari bundo 1,POINT (112.1640966 -8.0986147),112.1640966,-8.0986147,0.09634315606771401,0.2955193738738639
2266,2333110527.0,restaurant,,,,,,,,,Jalan mastrip blitar,,,Mi Ayam putra solo,POINT (112.16665 -8.1011321),112.16665,-8.1011321,0.1889080183066557,0.19594850872253397
2267,2333111143.0,restaurant,,,,,,,,,,,,Nasi Pecel Mbok Bari,POINT (112.176137 -8.0997512),112.176137,-8.0997512,0.3377367585689388,0.3045437179159072
2271,2345298282.0,restaurant,,Sidoarjo,,,,,,,JL. Raya Juanda,,,IBC Pondok Tempo Doeloe,POINT (112.7508798 -7.381699),112.7508798,-7.381699,0.04664111286577291,2.3387905465916665
2347,2353547466.0,restaurant,,,,,,,,,Jalan Ir Soekarno,,,Wisata Jamur,POINT (112.1740932 -8.0869672),112.1740932,-8.0869672,0.7354420381919765,0.2215077741424767
2352,2362621467.0,restaurant,,,,,,,,,,,,Warung Makan,POINT (111.182594 -7.5579925),111.182594,-7.5579925,10.153740840188494,4.684420484956725
2386,2362866384.0,restaurant,,,,,,,,,,,,Rumah Makan Accord 2,POINT (111.4623733 -7.4077073),111.4623733,-7.4077073,0.6472934774813195,0.4851767080693552
2422,2389318573.0,restaurant,,,,,,,,,,,,Rumah Makan Pak Kancil 2,POINT (111.5844473 -7.449435),111.5844473,-7.449435,0.7915299941467839,0.35565532309707376
2425,2389329627.0,restaurant,,,,,,,,,,,,Rumah Makan Pak Kancil 1,POINT (111.5635663 -7.4466292),111.5635663,-7.4466292,0.061103666779713364,1.9782403659905128
2428,2389895081.0,restaurant,,,,,,,,,,,,Rumah Makan Suminar,POINT (111.4479443 -7.4115452),111.4479443,-7.4115452,0.539441239083903,0.08924955837350478
2431,2389901775.0,restaurant,,,,,,,,,,,,Rumah Makan Notosuman,POINT (111.4131614 -7.4030231),111.4131614,-7.4030231,0.06941496968672772,0.3437132868935638
2432,2389907420.0,restaurant,,,,,,,,,,,,RM Duta 2,POINT (111.4118042 -7.4028316),111.4118042,-7.4028316,0.08207750059157898,0.19321822183743442
2433,2389909302.0,restaurant,,,,,,,,,,,,Rumah Makan Duta 1,POINT (111.403071 -7.4020815),111.403071,-7.4020815,1.0494006851933255,0.7753409231709578
2448,2402536299.0,cafe,,,,,,,,,,,,Marjito Coffe,POINT (111.2177856 -7.3753859),111.2177856,-7.3753859,0.2316104011168714,0.09369811279137048
2459,2437451806.0,fast_food,,,,,,,,,Jl. Kawi Atas,,,KFC Kawi,POINT (112.6193945 -7.9750684),112.6193945,-7.9750684,0.057124479823328765,0.11788800935544792
2462,2440018438.0,restaurant,,,,,,,,,,,,Depot 69,POINT (112.6339708 -7.9386145),112.6339708,-7.9386145,0.6130584833685532,0.23611591772856505
2463,2440019563.0,restaurant,,,,,,,,,,,,Tempe Penyet Mbah Djayus,POINT (112.6352131 -7.9394648),112.6352131,-7.9394648,0.4596471994541302,0.0754687978374003
2464,2440019564.0,restaurant,,,,,,,,,,,,Bakso Bakar AMB,POINT (112.6381554 -7.9412827),112.6381554,-7.9412827,0.188165543402012,0.19799863738010268
2465,2440022179.0,restaurant,,,,,,,,,,,,Warung Cak Pi'i,POINT (112.6322109 -7.9392792),112.6322109,-7.9392792,0.5661420854447845,0.40693996311243574
2466,2440037196.0,restaurant,,,,,,,,,,,,Ayam Goreng Sri,POINT (112.6758193 -7.6586316),112.6758193,-7.6586316,1.0536914581522918,4.647056319719892
2491,2633385707.0,cafe,,surabaya,16:00-02:00,,,,,,,,,Warkop Nobar,POINT (112.6447475 -7.2531434),112.6447475,-7.2531434,1.5153218953377323,0.8379613272264408
2551,2726389366.0,cafe,,,,,,,,,jln.Merbabu,,,Warung Kopi Cak Sodik,POINT (111.9622764 -7.6601444),111.9622764,-7.6601444,6.3848782595413525,7.5864646132368945
2581,2938710618.0,restaurant,,,,,,,,,,,,Depot Sari Sop Buntut,POINT (112.7388116 -7.23698),112.7388116,-7.23698,0.4386492855321875,0.7984886365094989
2582,2938728761.0,restaurant,,,,,,,,,,,,Pecel Kebon Rojo,POINT (112.7383002 -7.2430189),112.7383002,-7.2430189,0.17196873827783216,0.7705478762993704
2628,3017446471.0,fast_food,,Kediri,,,,,,,Jl. Letjen Suprapto,,,Bakso Barokah,POINT (112.0281695 -7.8203094),112.0281695,-7.8203094,0.21885642643712652,0.9119431880297932
2629,3017447426.0,cafe,,,,,,,,,,,,Cafe Water Torn,POINT (112.029328 -7.8194425),112.029328,-7.8194425,0.17040731656012476,0.753672564022348
2634,3038867639.0,restaurant,,,,,,,local_knowledge,,,,,Sate Barat,POINT (111.449411 -7.560823),111.449411,-7.560823,10.649997424632593,10.380990321154574
2640,3041512847.0,cafe,,,,,,,,,,,,Warung Dung Biru,POINT (112.6286558 -7.696457),112.6286558,-7.696457,0.20223798286941247,2.1276351186893554
2682,3091998091.0,restaurant,,,,,,,,,,,,Semeru,POINT (112.2377331 -7.5378917),112.2377331,-7.5378917,0.12448470046302769,0.03279923363426186
2709,3123675668.0,restaurant,,,,,19,,,,Jalan Bali,,,Bebek Goreng Hj. Slamet,POINT (112.7481806 -7.2744912),112.7481806,-7.2744912,0.28756172564981547,0.433051714073894
2741,3166309004.0,restaurant,,"East Java, Surabaya",Mo-Su 11:00-22:00,,6,,,,Jalan Pregolan,,,Holycow! Steakhouse by Chef Afit,POINT (112.7399292 -7.2666247),112.7399292,-7.2666247,0.22328401293367034,0.1137741446774867
2838,3205742107.0,cafe,,Surabaya,,,,,,,Jalan Dharmawangsa Dalam,,,Cafe Liberia,POINT (112.7576748 -7.2716486),112.7576748,-7.2716486,0.012607123983451566,0.16741896831681521
2862,3234373534.0,restaurant,,,,,,,,,,,,Bambu Town,POINT (112.1871007 -7.7565973),112.1871007,-7.7565973,1.3923886594144894,13.606045556558742
2864,3234373536.0,cafe,,,,,,,,,,,,Pare Corner,POINT (112.1873427 -7.7554768),112.1873427,-7.7554768,1.4392378605118932,13.489995927435082
2865,3234373537.0,restaurant,,,,,,,,,,,,WAKAPO,POINT (112.1853131 -7.7563819),112.1853131,-7.7563819,1.5752114191133222,13.703098113394203
2897,3285355965.0,restaurant,,,,,,,,,,,,Warung,POINT (114.3411899 -8.2229366),114.3411899,-8.2229366,1.984530319410856,0.8405599464157477
2898,3285355966.0,restaurant,,,,,,,,,,,,Warung,POINT (114.340836 -8.2232036),114.340836,-8.2232036,1.95903331506191,0.8833630253217325
2906,3285367547.0,restaurant,,,,,,,,,,,,Many Warungs,POINT (112.4962625 -7.8554853),112.4962625,-7.8554853,1.186322943138708,1.8139093489888574
2923,3300126476.0,cafe,,Malang,24/7,,32,,,,Jl. Kesatrian Dalam,,,Sudi Mampir,POINT (112.6432617 -7.9784361),112.6432617,-7.9784361,0.4634041926240191,0.9046611077462572
2930,3310860033.0,restaurant,,Surabaya,16:00-23:00,,,,,,Jl. Karang Menjangan,,,Lamongan Indah,POINT (112.7605562 -7.2702372),112.7605562,-7.2702372,0.36298861149336237,0.1986884091829879
2939,3311501174.0,restaurant,,,,,,,,,,,,Restoran Hotel Camplong,POINT (113.3190184 -7.2167754),113.3190184,-7.2167754,8.494969239969178,2.321080585229197
2941,3317227635.0,cafe,,,Mo-Su 11:00-21:00,,,,,,,,,The Café,POINT (112.7344491 -7.2310091),112.7344491,-7.2310091,0.46406339800646235,0.4206996973295185
3041,3439182107.0,cafe,,,,,,,,,,,,Beni Cafe 18+,POINT (111.1004629 -8.1894274),111.1004629,-8.1894274,0.5126222597465485,0.18875658686524305
3111,3612289520.0,restaurant,,JOMBANG,09:00-21:00,,,,,,Jl. KH. Hasyim Asy'ari,,,ZAM-ZAM,POINT (112.2364036 -7.5805808),112.2364036,-7.5805808,0.30708630865478226,1.5050509820811508
3154,3662503686.0,restaurant,,,,,,,,,,,,Rumah Makan Mulyo Redjo,POINT (112.222627 -7.5480975),112.222627,-7.5480975,0.06218126380895748,0.5354925037855649
3156,3662514441.0,restaurant,,,,,,,,,,,,Dapur Dewi Kahyangan,POINT (112.233967 -7.5531167),112.233967,-7.5531167,0.12843085836086743,0.2503443381916751
3157,3662514442.0,restaurant,,,,,,,,,,,,Lesehan Bambu Asri,POINT (112.2172681 -7.5568425),112.2172681,-7.5568425,0.31878139543001566,0.7020714760903245
3159,3662514444.0,restaurant,,,,,,,,,,,,Lesehan Pattimura 2,POINT (112.2161443 -7.5597272),112.2161443,-7.5597272,0.038548144249214884,0.46938601959796195
3161,3662514451.0,restaurant,,,,,,,,,Jalan Gubernur Suryo,,,De Nala Food Court,POINT (112.230714 -7.5559251),112.230714,-7.5559251,0.3350031434802341,0.1752031652384947
3162,3662514452.0,cafe,,,,,,,,,Jalan Insinyur Haji Juanda,,,WiFi Corner Juanda,POINT (112.236016 -7.5489321),112.236016,-7.5489321,0.2934425513582793,0.25713832323282343
3163,3662514453.0,restaurant,,,,,,,,,,,,Lesehan Joyo Asri,POINT (112.2324225 -7.5559945),112.2324225,-7.5559945,0.23266246515151867,0.04339695593752365
3178,3683934431.0,cafe,,Jember,17:00-00:00,,,,,,Jl. Mastrip,,,Cafe Kolong,POINT (113.71247 -8.1572832),113.71247,-8.1572832,0.8798813266203425,0.0775452592068467
3180,3684021882.0,cafe,,,,,,,,,,,,Smart Cafe,POINT (113.7129565 -8.1688707),113.7129565,-8.1688707,0.9058420343051949,0.12653843232765377
3212,3696481521.0,restaurant,,,,,,,,,,,,Dapur Coklat,POINT (113.7049159 -8.1657618),113.7049159,-8.1657618,0.03776993300716001,0.4950870831635965
3229,3696569925.0,restaurant,,,,,,,,,,,,Taman Salero,POINT (113.7007381 -8.1691105),113.7007381,-8.1691105,0.2101731009922848,0.12403287678454311
3258,3712938779.0,cafe,,,,,,,,,,,,dados cafe,POINT (112.1713516 -8.0862913),112.1713516,-8.0862913,0.6274308441401439,0.47206256695236576
3260,3712940307.0,restaurant,,,,,,,,,,,,Ayam Bakar Bu mamik,POINT (112.1822119 -8.1009284),112.1822119,-8.1009284,0.7481701940020203,0.1645815576083475
3280,3773114675.0,restaurant,,,,,,,,,,,,Warung,POINT (112.6270098 -7.6975543),112.6270098,-7.6975543,0.41024616690199056,2.334628452308207
3281,3773114676.0,restaurant,,,,,,,,,,,,Warung,POINT (112.6253927 -7.6991375),112.6253927,-7.6991375,0.6477644562576746,2.58290437964319
3282,3773114677.0,restaurant,,,,,,,,,,,,Warung,POINT (112.6249294 -7.6994482),112.6249294,-7.6994482,0.7092318272289768,2.641895544928414
3283,3773114678.0,restaurant,,,,,,,,,,,,Warung,POINT (112.9517766 -7.9035322),112.9517766,-7.9035322,2.4651352209347173,13.467878524568386
3284,3773114679.0,restaurant,,,,,,,,,,,,Warung,POINT (112.9519131 -7.9035332),112.9519131,-7.9035332,2.4562661914458253,13.478592062627568
3285,3773114680.0,restaurant,,,,,,,,,,,,Warung,POINT (112.951725 -7.9036245),112.951725,-7.9036245,2.460211153636471,13.471090716195931
3286,3773114681.0,restaurant,,,,,,,,,,,,Warung,POINT (112.9516626 -7.9037068),112.9516626,-7.9037068,2.4569292902112516,13.472688331551588
3287,3773114682.0,restaurant,,,,,,,,,,,,Warung,POINT (112.951818 -7.9037928),112.951818,-7.9037928,2.439129673676225,13.491516490044194
3288,3773114683.0,restaurant,,,,,,,,,,,,Warung,POINT (112.9650648 -7.9216195),112.9650648,-7.9216195,0.022493662557905872,15.923292400689002
3289,3773114684.0,restaurant,,,,,,,,,,,,Warung,POINT (112.9649852 -7.9217292),112.9649852,-7.9217292,0.019349647941002954,15.926036119960711
3299,3773465058.0,restaurant,,,,,,,,,,,,Bebek Goreng H. Slamet,POINT (112.7568277 -7.3204609),112.7568277,-7.3204609,0.2494719456648532,0.24581514639484975
3316,3826133333.0,fast_food,,Kota Malang,,,,,,,Halmahera,,,Bakso Solo Kidul Pasar,POINT (112.6296827 -7.9884486),112.6296827,-7.9884486,0.029062005891303047,0.13422801220485528
3328,3840357612.0,cafe,,,,,,,,,,,,Tahu Lontong Mbok Rondho,POINT (112.0980777 -8.0651346),112.0980777,-8.0651346,0.3493352671131673,0.6706552522108395
3332,3840370540.0,fast_food,,,,,,,,,,,,Bakso Pak Kirun,POINT (112.0783206 -8.0651287),112.0783206,-8.0651287,0.7276143474887907,0.7363902976658205
3333,3840370541.0,fast_food,,,,,,,,,,,,Tahu Thek Pak Karlin,POINT (112.0778998 -8.0652515),112.0778998,-8.0652515,0.6846323585539624,0.701596202107166
3334,3840370542.0,fast_food,,,,,,,,,,,,Nasi Pecel Mbah Yan,POINT (112.0777575 -8.0652957),112.0777575,-8.0652957,0.670326074848108,0.6903466643242558
3338,3840370548.0,fast_food,,,,,,,,,,,,Quick Chicken,POINT (112.0719602 -8.0640197),112.0719602,-8.0640197,0.015920544645467917,0.2078319086026255
3342,3840370552.0,fast_food,,,,,,,,,,,,Bakso Kikil Srengat,POINT (112.069818 -8.0633198),112.069818,-8.0633198,0.08035500490396459,0.30455295231962043
3343,3840370553.0,fast_food,,,,,,,,,,,,Soto Gentong,POINT (112.0700923 -8.0633899),112.0700923,-8.0633899,0.049745078903362036,0.2809430062035136
3344,3840370554.0,cafe,,,,,,,,,,,,Es Degan,POINT (112.0720383 -8.0630659),112.0720383,-8.0630659,0.10451445850679852,0.10346006595984972
3354,3840520459.0,fast_food,,,,,,,,,,,,Soto Bok Ireng,POINT (112.1676304 -8.0977016),112.1676304,-8.0977016,0.14819515201598019,0.1740778738480442
3355,3840520461.0,fast_food,,,,,,,,,,,,Soto Kudus,POINT (112.1713458 -8.0988625),112.1713458,-8.0988625,0.027023645515851943,0.14268854577344767
3363,3840520474.0,fast_food,,,,,,,,,,,,Soto Langganan Pak Boediono,POINT (112.1639849 -8.0910545),112.1639849,-8.0910545,0.36989718207894295,0.1289706899268479
3364,3840520479.0,fast_food,,,,,,,,,,,,Bakso Rea-Reo,POINT (112.1557161 -8.0889136),112.1557161,-8.0889136,1.1220806383310908,0.8946720773249763
3367,3840520486.0,cafe,,Blitar,,,,,,,,,,Dawet Ayu,POINT (112.1188691 -8.0741739),112.1188691,-8.0741739,1.020760924274801,3.120176157585937
3378,3878490504.0,restaurant,,,,,,,,,,,,BAKSO SAPI MOJOSONGO,POINT (112.2360953 -7.5705459),112.2360953,-7.5705459,0.2193356405289761,0.394888471841976
3381,3888200237.0,food_court,,,07:00-18:00,,,,,,,,,Kantin FIB,POINT (112.760068 -7.2730596),112.760068,-7.2730596,0.217140215288977,0.21091189290757606
3390,3914370115.0,fast_food,,,10:00-15:00,,,,,,,,,Bakso Bakar Pak Man Malangf,POINT (112.63083 -7.9896005),112.63083,-7.9896005,0.16761972263974018,0.039505803128947976
3393,3915733053.0,fast_food,,Kota Malang,17:00-22:00,,,,,,Jalan Nusa Kambangan,,,Soto Daging Madura,POINT (112.629437 -7.9885863),112.629437,-7.9885863,0.05974884593729049,0.10497501715215271
3395,3915744957.0,fast_food,,,08:00-15:00,,,,,,,,,Warung Rujak Scui,POINT (112.6293698 -7.9878273),112.6293698,-7.9878273,0.08578737016277573,0.09460672020533478
3396,3915750634.0,fast_food,,Kota Malang,17:00-21:00,,,,,,Jalan Kapten Pierre Tendean,,,Tahu Campur Ichwan,POINT (112.6302226 -7.9872613),112.6302226,-7.9872613,0.030141643949534613,0.18683709017771674
3397,3915757312.0,cafe,,Kota Malang,11:00-15:00,,,,,,Jalan Halmahera,,,Warung Facebook,POINT (112.6299181 -7.9881602),112.6299181,-7.9881602,0.02381302525959973,0.16432050542941132
3398,3915757684.0,cafe,,Kota Malang,19:00-24:00,,,,,,Jalan Nusa Kambangan,,,Warung Susu Kopi STMJ,POINT (112.6295442 -7.9884645),112.6295442,-7.9884645,0.04428687107188344,0.12287399678865227
3400,3915759332.0,fast_food,,Kota Malang,09:00-17:00,,,,,,Jalan Halmahera,,,Warung Soto Pak Ali,POINT (112.6299788 -7.9882839),112.6299788,-7.9882839,0.011119521050086532,0.15038092654076787
